"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/",1,2,2,"Jul 15, 2023",
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page clicked a total of 3 times by 2 Anonymous users","https://tenovos.com/",1,,2,"Jul 15, 2023",3
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jun 16, 2023",
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",1,,1,"Jun 16, 2023",2
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jun 5, 2023",
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",1,,1,"Jun 5, 2023",2
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/",1,2,1,"Mar 14, 2023",
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Mar 14, 2023",1
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/service-level-agreement/",1,1,1,"Mar 8, 2023",
"/discover/account/detail/675e5b6dcc77eba/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Radius Global Infrastructure","United States - radiusglobal.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/service-level-agreement/",1,,1,"Mar 8, 2023",1
