"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","6 pages viewed a total of 6 times by 1 Anonymous user","https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/, https://tenovos.com/resources/blog/ai-digital-asset-management/, https://tenovos.com/platform/story-orchestration/, https://tenovos.com/resources/#blog, https://tenovos.com/resources/, https://tenovos.com/why/dam-workflow-tools/",6,6,1,"Aug 3, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","6 pages clicked a total of 10 times by 1 Anonymous user","https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/why/dam-workflow-tools/, https://tenovos.com/resources/#blog, https://tenovos.com/resources/, https://tenovos.com/platform/story-orchestration/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/",6,,1,"Aug 3, 2023",10
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages viewed a total of 7 times by 1 Anonymous user","https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/digital-asset-management-vendor-evaluation-guide/, https://tenovos.com/press/tenovos-joins-mach-alliance/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/",4,7,1,"Aug 2, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages clicked a total of 5 times by 1 Anonymous user","https://tenovos.com/digital-asset-management-vendor-evaluation-guide/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/",3,,1,"Aug 2, 2023",5
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages viewed a total of 4 times by 2 Anonymous users","https://tenovos.com/thank-you-for-registering-for-our-webinar/, https://tenovos.com/resources/blog/level-up-your-dam-data/, https://tenovos.com/bringing-content-to-life-with-brand-portals/, https://tenovos.com/press/digital-asset-management-extensions/",4,4,2,"Aug 1, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 3 times by 2 Anonymous users","https://tenovos.com/press/digital-asset-management-extensions/, https://tenovos.com/bringing-content-to-life-with-brand-portals/",2,,2,"Aug 1, 2023",3
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/resources/blog/8-digital-asset-management-features/",2,2,1,"Jul 27, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/8-digital-asset-management-features/",1,,1,"Jul 27, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/why/, https://tenovos.com/resources/",2,3,1,"Jul 26, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/",1,,1,"Jul 26, 2023",1
