"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/26f46dc61a8e040/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","GBM","Dominican Republic - gbm.net","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/guides-dei-inclusive-metadata/",1,1,1,"Jul 7, 2023",
"/discover/account/detail/26f46dc61a8e040/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","GBM","Dominican Republic - gbm.net","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/guides-dei-inclusive-metadata/",1,1,1,"Jul 5, 2023",
"/discover/account/detail/26f46dc61a8e040/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","GBM","Dominican Republic - gbm.net","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/guides-dei-inclusive-metadata/",1,,1,"Jul 5, 2023",1
