"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked","keywordsResearched","timesResearched"
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","3 pages viewed a total of 4 times by 1 Anonymous user","https://tenovos.com/customers/, https://tenovos.com/, https://tenovos.com/tenovos-partner-network/",3,4,1,"Aug 3, 2023",,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","3 pages clicked a total of 6 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/tenovos-partner-network/, https://tenovos.com/customers/",3,,1,"Aug 3, 2023",6,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","4 pages viewed a total of 5 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/platform/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/tenovos-partner-network/",4,5,1,"Jul 31, 2023",,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","4 pages clicked a total of 11 times by 1 Anonymous user","https://tenovos.com/platform/, https://tenovos.com/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/tenovos-partner-network/",4,,1,"Jul 31, 2023",11,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","3 pages viewed a total of 4 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/about/, https://tenovos.com/why/",3,4,2,"Jul 28, 2023",,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","2 pages clicked a total of 4 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/why/",2,,1,"Jul 28, 2023",4,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","2 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/why/dam-workflow-tools/, https://tenovos.com/platform/story-orchestration/",2,3,1,"Jun 9, 2023",,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","1 page clicked a total of 4 times by 1 Anonymous user","https://tenovos.com/why/dam-workflow-tools/",1,,1,"Jun 9, 2023",4,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","3 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/the-role-of-automation-in-dam-how-to-maximize-your-resources-and-output/, https://tenovos.com/resources/events/, https://tenovos.com/",3,3,1,"Jun 1, 2023",,,
"/discover/account/detail/7a8f9eb08c324b0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","MediaValet","Canada - mediavalet.com","2 pages clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/resources/events/",2,,1,"Jun 1, 2023",2,,
