"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/1a2573d96a14010/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Novus Surgical","United States - novussurgical.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 19, 2023",
"/discover/account/detail/1a2573d96a14010/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Novus Surgical","United States - novussurgical.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Jul 19, 2023",1
"/discover/account/detail/1a2573d96a14010/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Novus Surgical","United States - novussurgical.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/customers/",1,1,1,"Jul 13, 2023",
