"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked","keywordsResearched","timesResearched"
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","3 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/about/#leadership, https://tenovos.com/press/s4s-bdmi-tenovos-series-b-funding/, https://tenovos.com/press/tenovos-appoints-scott-bowen-ceo/",3,3,1,"Aug 2, 2023",,,
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","2 pages clicked a total of 3 times by 1 Anonymous user","https://tenovos.com/press/s4s-bdmi-tenovos-series-b-funding/, https://tenovos.com/customers/",2,,1,"Aug 2, 2023",3,,
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","5 pages viewed a total of 7 times by 1 Anonymous user","https://tenovos.com/customers/, https://tenovos.com/about/, https://tenovos.com/, https://tenovos.com/resources/press/, https://tenovos.com/press/tenovos-unite-students/",5,7,1,"Aug 1, 2023",,,
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","7 pages clicked a total of 10 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/resources/press/, https://tenovos.com/about/, https://tenovos.com/customers/, https://tenovos.com/about/#contacts, https://tenovos.com/about/#leadership, https://tenovos.com/press/tenovos-unite-students/",7,,1,"Aug 1, 2023",10,,
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Aug 1, 2023",,1,1
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","3 pages viewed a total of 5 times by 2 Anonymous users","https://tenovos.com/platform/ai-digital-asset-management/, https://tenovos.com/about/#leadership, https://tenovos.com/",3,5,2,"Jul 10, 2023",,,
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","4 pages clicked a total of 9 times by 2 Anonymous users","https://tenovos.com/platform/ai-digital-asset-management/, https://tenovos.com/about/#leadership, https://tenovos.com/, https://tenovos.com/about/#investors",4,,2,"Jul 10, 2023",9,,
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 4 times by 1 anonymous user","canto",,,1,"Jun 22, 2023",,1,4
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",,,1,"Jun 13, 2023",,1,1
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",,,1,"Jun 8, 2023",,1,1
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 3 times by 1 anonymous user","marketing performance",,,1,"May 25, 2023",,1,3
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 3 times by 1 anonymous user","marketing performance",,,1,"May 16, 2023",,1,3
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 3 times by 1 anonymous user","workflow automation",,,1,"May 8, 2023",,1,3
"/discover/account/detail/37c8a04996c040b/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JMI Equity","United States - jmi.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Apr 25, 2023",,1,1
