"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","keywordsResearched","timesResearched"
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 page viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/careers/",1,2,2,"Aug 2, 2023",,
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/careers/",1,1,1,"Jul 25, 2023",,
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 page viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/careers/",1,2,2,"Jul 19, 2023",,
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/careers/",1,1,1,"Jul 17, 2023",,
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 keyword researched a total of 1 time by 1 anonymous user","brand integrity",,,1,"May 3, 2023",1,1
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 keyword researched a total of 3 times by 1 anonymous user","digital asset management",,,1,"Feb 24, 2023",1,3
"/discover/account/detail/.8fe889c3cc3bade/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","JOHN ---- PAYNE","United States -","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",,,1,"Feb 9, 2023",1,1
