"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 23, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/thank-you-for-registering-to-our-webinar/, https://tenovos.com/bringing-content-to-life-with-brand-portals/",2,2,2,"Jul 22, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/bringing-content-to-life-with-brand-portals/",1,,1,"Jul 22, 2023",2
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 18, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,2,1,"Jul 17, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 16, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 15, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,2,1,"Jul 14, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 5 times by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,5,1,"Jul 11, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 3, 2023",
"/discover/account/detail/.dcf25305055534e/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","DAM Consultant","Canada -","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,2,1,"Jul 2, 2023",
