"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked","keywordsResearched","timesResearched","impressions","campaigns"
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",,,1,"May 9, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",,,1,"May 8, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",,,1,"May 7, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",,,1,"May 5, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 8 times by 2 anonymous users","widen, taxonomy",,,2,"May 4, 2023",,2,8,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","3 keywords researched a total of 15 times by 3 anonymous users","aem, taxonomy, marketing performance",,,3,"May 3, 2023",,3,15,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 3 times by 1 anonymous user","content delivery network",,,1,"May 2, 2023",,1,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"May 1, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Apr 26, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","marketing performance",,,1,"Apr 23, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",,,1,"Apr 22, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 4 times by 2 anonymous users","content hub, taxonomy",,,2,"Apr 20, 2023",,2,4,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",,,1,"Apr 18, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, marketing performance",,,2,"Apr 17, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",,,1,"Apr 14, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","3 keywords researched a total of 3 times by 3 anonymous users","hyland, smartsheet, workflow automation",,,3,"Apr 11, 2023",,3,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 6 times by 3 anonymous users","hyland, taxonomy",,,3,"Apr 10, 2023",,2,6,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","photoshelter",,,1,"Apr 7, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",,,1,"Apr 6, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","hyland, story activation",,,2,"Apr 5, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 3 times by 2 anonymous users","content hub",,,2,"Apr 1, 2023",,1,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/",1,1,1,"Mar 31, 2023",,,,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/",1,,1,"Mar 31, 2023",1,,,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Mar 31, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 3 times by 1 anonymous user","digital asset management",,,1,"Mar 29, 2023",,1,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",,,1,"Mar 28, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","marketing performance, content hub",,,2,"Mar 26, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/ebooks-dam-productivity-guide/, https://tenovos.com/platform/story-management/",2,2,1,"Mar 24, 2023",,,,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/ebooks-dam-productivity-guide/",1,,1,"Mar 24, 2023",1,,,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 3 times by 2 anonymous users","pim, digital asset management",,,2,"Mar 23, 2023",,2,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","pim",,,1,"Mar 18, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","marketing performance, taxonomy",,,2,"Mar 16, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",,,1,"Mar 15, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",,,1,"Mar 13, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",,,1,"Mar 11, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",,,1,"Mar 10, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 3 times by 2 anonymous users","brand collections, content intelligence",,,2,"Mar 8, 2023",,2,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","smartsheet, digital asset management",,,2,"Mar 6, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 3 times by 2 anonymous users","taxonomy, content hub",,,2,"Mar 3, 2023",,2,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","11 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 2, 2023",,,,11,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","smartsheet, content hub",,,2,"Mar 2, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","16 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 1, 2023",,,,16,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","39 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 28, 2023",,,,39,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 3 times by 2 anonymous users","Informatica, dam assessment",,,2,"Feb 28, 2023",,2,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","12 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 27, 2023",,,,12,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Feb 27, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 1 anonymous user","digital asset management trends, digital asset management",,,1,"Feb 26, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 25, 2023",,,,3,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 6 times by 2 anonymous users","digital asset management",,,2,"Feb 25, 2023",,1,6,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","45 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 24, 2023",,,,45,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","31 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 23, 2023",,,,31,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",,,1,"Feb 23, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","17 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 22, 2023",,,,17,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 1 anonymous user","digital asset management trends, digital asset management",,,1,"Feb 22, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","41 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 21, 2023",,,,41,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","content delivery network",,,1,"Feb 21, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","19 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 20, 2023",,,,19,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 3 times by 2 anonymous users","taxonomy",,,2,"Feb 20, 2023",,1,3,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",,,1,"Feb 19, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 18, 2023",,,,3,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","18 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 17, 2023",,,,18,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","dam solutions",,,1,"Feb 17, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","8 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 16, 2023",,,,8,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",,,1,"Feb 16, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 15, 2023",,,,6,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, marketing performance",,,2,"Feb 15, 2023",,2,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 14, 2023",,,,6,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","4 keywords researched a total of 5 times by 4 anonymous users","hyland, campaign monitoring, content hub, content delivery network",,,4,"Feb 14, 2023",,4,5,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","11 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 13, 2023",,,,11,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 2 anonymous users","hyland",,,2,"Feb 12, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",,,1,"Feb 11, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","19 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 10, 2023",,,,19,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","2 keywords researched a total of 4 times by 3 anonymous users","hyland, taxonomy",,,3,"Feb 10, 2023",,2,4,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","10 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 9, 2023",,,,10,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",,,1,"Feb 9, 2023",,1,2,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","11 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 8, 2023",,,,11,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",,,1,"Feb 8, 2023",,1,1,,
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","14 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 7, 2023",,,,14,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","5 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 6, 2023",,,,5,1
"/discover/account/detail/d50b29759951e0d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Gap Inc","United States - gap.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 4, 2023",,,,3,1
