"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked","keywordsResearched","timesResearched"
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/forrester-wave-digital-asset-management-2022/",1,1,1,"Aug 3, 2023",,,
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/forrester-wave-digital-asset-management-2022/",1,,1,"Aug 3, 2023",1,,
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 keyword researched a total of 2 times by 1 anonymous user","Informatica",,,1,"Jul 31, 2023",,1,2
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 keyword researched a total of 1 time by 1 anonymous user","opentext",,,1,"Jul 26, 2023",,1,1
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","2 keywords researched a total of 6 times by 2 anonymous users","opentext, best dam",,,2,"Jul 25, 2023",,2,6
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",,,1,"Jul 24, 2023",,1,1
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 keyword researched a total of 3 times by 1 anonymous user","marketing performance",,,1,"Jul 20, 2023",,1,3
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/forrester-wave-digital-asset-management-2022/, https://tenovos.com/press/tenovos-named-strong-performer-in-digital-asset-management/",2,2,2,"Jul 19, 2023",,,
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/press/tenovos-named-strong-performer-in-digital-asset-management/",1,,1,"Jul 19, 2023",2,,
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 keyword researched a total of 4 times by 2 anonymous users","forrester wave",,,2,"Jul 19, 2023",,1,4
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","1 keyword researched a total of 2 times by 2 anonymous users","widen",,,2,"Jul 14, 2023",,1,2
"/discover/account/detail/5f8c719a5b7838a/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Forrester Research","United States - forrester.com","2 keywords researched a total of 3 times by 1 anonymous user","forrester wave, digital asset management",,,1,"Jul 13, 2023",,2,3
