"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","3 pages viewed a total of 4 times by 3 Anonymous users","https://tenovos.com/, https://tenovos.com/resources/blog/get-more-from-your-dam-platform/, https://tenovos.com/resources/blog/dei-digital-asset-management/",3,4,3,"Aug 2, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","3 pages clicked a total of 4 times by 3 Anonymous users","https://tenovos.com/resources/blog/dei-digital-asset-management/, https://tenovos.com/resources/blog/get-more-from-your-dam-platform/, https://tenovos.com/",3,,3,"Aug 2, 2023",4
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/digital-rights-management-in-dam-financial-services/",1,2,1,"Jul 28, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/digital-rights-management-in-dam-financial-services/",1,,1,"Jul 28, 2023",1
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","5 pages viewed a total of 5 times by 2 Anonymous users","https://tenovos.com/resources/guides-dei-inclusive-metadata/, https://tenovos.com/bringing-content-to-life-with-brand-portals/, https://tenovos.com/resources/blog/what-is-metadata-and-how-is-it-used-in-digital-asset-management/, https://tenovos.com/download-inclusive-metadata-dei-in-dam/, https://tenovos.com/thank-you-for-downloading-our-dei-guide/",5,5,2,"Jul 26, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","3 pages clicked a total of 5 times by 1 Anonymous user","https://tenovos.com/resources/guides-dei-inclusive-metadata/, https://tenovos.com/thank-you-for-downloading-our-dei-guide/, https://tenovos.com/resources/blog/what-is-metadata-and-how-is-it-used-in-digital-asset-management/",3,,1,"Jul 26, 2023",5
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 3, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,,1,"Jul 3, 2023",1
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/digital-asset-management-roi-productivity/",1,2,1,"Jun 20, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/digital-asset-management-roi-productivity/",1,,1,"Jun 20, 2023",1
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","2 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/why/creative-asset-management-system/, https://tenovos.com/resources/webinars/inclusive-metadata-steps-to-address-diversity-equity-and-inclusion-in-your-dam/",2,3,1,"Jun 15, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 4 times by 1 Anonymous user","https://tenovos.com/resources/webinars/inclusive-metadata-steps-to-address-diversity-equity-and-inclusion-in-your-dam/",1,,1,"Jun 15, 2023",4
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","4 pages viewed a total of 8 times by 1 Anonymous user","https://tenovos.com/resources/blog/lesser-known-dam-features/, https://tenovos.com/resources/webinars/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/, https://tenovos.com/resources/webinars/inclusive-metadata-steps-to-address-diversity-equity-and-inclusion-in-your-dam/, https://tenovos.com/resources/blog/ai-digital-asset-management/",4,8,1,"Jun 9, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","4 pages clicked a total of 11 times by 1 Anonymous user","https://tenovos.com/resources/blog/ai-digital-asset-management/, https://tenovos.com/resources/webinars/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/, https://tenovos.com/resources/blog/lesser-known-dam-features/#, https://tenovos.com/resources/blog/lesser-known-dam-features/",4,,1,"Jun 9, 2023",11
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","3 pages viewed a total of 4 times by 1 Anonymous user","https://tenovos.com/customers/, https://tenovos.com/resources/guides-dei-inclusive-metadata/, https://tenovos.com/download-inclusive-metadata-dei-in-dam/",3,4,1,"May 13, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","2 pages clicked a total of 3 times by 1 Anonymous user","https://tenovos.com/resources/guides-dei-inclusive-metadata/, https://tenovos.com/customers/",2,,1,"May 13, 2023",3
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","3 pages viewed a total of 4 times by 1 Anonymous user","https://tenovos.com/forrester-wave-digital-asset-management-2022/, https://tenovos.com/, https://tenovos.com/platform/story-management/",3,4,1,"May 9, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"May 9, 2023",1
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","3 pages viewed a total of 5 times by 1 Anonymous user","https://tenovos.com/resources/blog/enterprise-dam-for-existing-processes/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/why/digital-asset-management-system/",3,5,1,"May 8, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/enterprise-dam-for-existing-processes/",1,,1,"May 8, 2023",1
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/ebooks-dam-productivity-guide/, https://tenovos.com/ebook-timeless-advice-for-dam-productivity-download-request/",2,2,1,"Apr 27, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/ebooks-dam-productivity-guide/",1,,1,"Apr 27, 2023",1
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/webinars/canadian-tire-enterprise-dam-webinar/",1,1,1,"Apr 13, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/webinars/webinar-dam-data-101/",1,1,1,"Mar 16, 2023",
"/discover/account/detail/440ddebf163d712/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Instytut Pamięci Narodowej","Poland - ipn.gov.pl","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/dam-insights-your-organization-will-use/",1,1,1,"Mar 2, 2023",
