"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked","keywordsResearched","timesResearched"
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Aug 2, 2023",,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Aug 2, 2023",1,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","7 keywords researched a total of 10 times by 7 anonymous users","widen, smartsheet, hyland, intelligent content, workflow automation, content hub, taxonomy",,,7,"Aug 1, 2023",,7,10
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 31, 2023",,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",1,,1,"Jul 31, 2023",2,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 10 times by 4 anonymous users","Informatica, product information management, pim, hyland, marketing performance",,,4,"Jul 31, 2023",,5,10
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 3 times by 3 anonymous users","sitecore, workflow automation",,,3,"Jul 30, 2023",,2,3
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 10 times by 6 anonymous users","Informatica, widen, workflow automation, taxonomy, marketing performance",,,6,"Jul 29, 2023",,5,10
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 28, 2023",,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 7 times by 6 anonymous users","Informatica, henry stewart, marketing performance, content hub",,,6,"Jul 28, 2023",,4,7
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 9 times by 6 anonymous users","sitecore, story insights, content hub, taxonomy",,,6,"Jul 27, 2023",,4,9
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 35 times by 9 anonymous users","widen, marketing performance, content hub, digital asset management, taxonomy",,,9,"Jul 26, 2023",,5,35
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 25, 2023",,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 3 times by 2 anonymous users","smartsheet, content hub",,,2,"Jul 25, 2023",,2,3
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","7 keywords researched a total of 12 times by 8 anonymous users","Informatica, hyland, workflow automation, taxonomy, content hub, brand integrity, marketing performance",,,8,"Jul 24, 2023",,7,12
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 6 times by 5 anonymous users","dam new york, content hub, digital asset management",,,5,"Jul 23, 2023",,3,6
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 2 times by 2 anonymous users","taxonomy, workflow automation",,,2,"Jul 22, 2023",,2,2
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 9 times by 5 anonymous users","Informatica, workflow automation, marketing performance",,,5,"Jul 21, 2023",,3,9
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-04"",""endDate"":""2023-08-02""}","PricewaterhouseCoopers","United States - pwc.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 20, 2023",,,
