"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked","keywordsResearched","timesResearched","impressions","campaigns"
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, dam assessment",,,2,"Jul 7, 2023",,2,2,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 6, 2023",,,,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 5 times by 5 anonymous users","hyland, Informatica, marketing performance, taxonomy",,,5,"Jul 6, 2023",,4,5,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 7 times by 3 anonymous users","hyland, widen, content hub",,,3,"Jul 5, 2023",,3,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 3 times by 2 anonymous users","canto, taxonomy",,,2,"Jul 3, 2023",,2,3,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 13 times by 6 anonymous users","canto, opentext, marketing performance, taxonomy",,,6,"Jun 30, 2023",,4,13,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 7 times by 5 anonymous users","marketing performance, taxonomy, content delivery network",,,5,"Jun 29, 2023",,3,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","5 pages viewed a total of 11 times by 3 Anonymous users","https://tenovos.com/, https://tenovos.com/why/, https://tenovos.com/digital-asset-management-roi-productivity/, https://tenovos.com/platform/, https://tenovos.com/resources/webinars/webinar-dam-data-101/",5,11,3,"Jun 28, 2023",,,,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 pages clicked a total of 4 times by 3 Anonymous users","https://tenovos.com/, https://tenovos.com/platform/",2,,3,"Jun 28, 2023",4,,,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 7 times by 5 anonymous users","sitecore, hyland, dam new york, canto, taxonomy",,,5,"Jun 28, 2023",,5,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/demo-request-thank-you/, https://tenovos.com/demo/, https://tenovos.com/",3,3,1,"Jun 27, 2023",,,,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Jun 27, 2023",1,,,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 7 times by 5 anonymous users","canto, dam europe, content hub",,,5,"Jun 27, 2023",,3,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","7 keywords researched a total of 18 times by 8 anonymous users","Informatica, product information management, dam europe, henry stewart, marketing performance, taxonomy, workflow automation",,,8,"Jun 26, 2023",,7,18,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 2 times by 2 anonymous users","hyland, marketing performance",,,2,"Jun 25, 2023",,2,2,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","6 keywords researched a total of 10 times by 6 anonymous users","canto, sitecore, Informatica, workflow automation, lifecycle analytics, digital asset management",,,6,"Jun 23, 2023",,6,10,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","6 keywords researched a total of 17 times by 14 anonymous users","widen, smartsheet, Syndigo, digital asset management, taxonomy, marketing performance",,,14,"Jun 22, 2023",,6,17,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 9 times by 5 anonymous users","Informatica, taxonomy, content hub",,,5,"Jun 21, 2023",,3,9,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 8 times by 5 anonymous users","hyland, hyland alternatives, lifecycle analytics, taxonomy",,,5,"Jun 20, 2023",,4,8,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","6 keywords researched a total of 15 times by 7 anonymous users","Informatica, hyland, dam new york, marketing performance, content hub, lifecycle analytics",,,7,"Jun 19, 2023",,6,15,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","1 keyword researched a total of 4 times by 2 anonymous users","dam new york",,,2,"Jun 18, 2023",,1,4,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Jun 17, 2023",,1,1,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 4 times by 3 anonymous users","content hub, marketing performance, taxonomy",,,3,"Jun 16, 2023",,3,4,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","7 keywords researched a total of 14 times by 6 anonymous users","aem, canto, canto reviews, Informatica, track asset performance, best dam, content hub",,,6,"Jun 15, 2023",,7,14,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","7 keywords researched a total of 14 times by 7 anonymous users","product information management, sitecore, Informatica, canto, marketing performance, content delivery network, taxonomy",,,7,"Jun 14, 2023",,7,14,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 4 times by 2 anonymous users","hyland, aem dam, aem api, aem",,,2,"Jun 13, 2023",,4,4,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","6 keywords researched a total of 7 times by 6 anonymous users","Informatica, hyland, smartsheet, taxonomy, marketing performance, content delivery network",,,6,"Jun 12, 2023",,6,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 3 times by 3 anonymous users","taxonomy, marketing performance",,,3,"Jun 11, 2023",,2,3,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","1 keyword researched a total of 5 times by 2 anonymous users","marketing performance",,,2,"Jun 10, 2023",,1,5,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 5 times by 2 anonymous users","Informatica, taxonomy",,,2,"Jun 9, 2023",,2,5,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","8 keywords researched a total of 16 times by 10 anonymous users","aem, adobe aem, sitecore, hyland reviews, hyland, widen, marketing performance, taxonomy",,,10,"Jun 8, 2023",,8,16,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","6 keywords researched a total of 9 times by 6 anonymous users","smartsheet, widen, aem, marketing performance, content hub, workflow automation",,,6,"Jun 7, 2023",,6,9,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 11 times by 8 anonymous users","smartsheet, dam europe, content delivery network, marketing performance",,,8,"Jun 6, 2023",,4,11,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","6 keywords researched a total of 7 times by 4 anonymous users","Informatica, smartsheet, pim, informatica pim, workflow automation, content delivery network",,,4,"Jun 5, 2023",,6,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 2 times by 2 anonymous users","sitecore, widen",,,2,"Jun 4, 2023",,2,2,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 6 times by 4 anonymous users","widen, content delivery network, workflow automation, content hub",,,4,"Jun 3, 2023",,4,6,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 7 times by 5 anonymous users","smartsheet, content delivery network, marketing performance, digital asset management",,,5,"Jun 2, 2023",,4,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 9 times by 7 anonymous users","canto, Informatica, workflow automation, marketing performance, taxonomy",,,7,"Jun 1, 2023",,5,9,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","3 keywords researched a total of 4 times by 4 anonymous users","Informatica, marketing performance, content hub",,,4,"May 31, 2023",,3,4,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 7 times by 6 anonymous users","Informatica, content hub, taxonomy, content intelligence, workflow automation",,,6,"May 30, 2023",,5,7,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","5 keywords researched a total of 16 times by 6 anonymous users","hyland, Informatica, taxonomy, content hub, marketing performance",,,6,"May 29, 2023",,5,16,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","2 keywords researched a total of 2 times by 2 anonymous users","canto, Informatica",,,2,"May 28, 2023",,2,2,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",,,1,"May 27, 2023",,1,2,,
"/discover/account/detail/5983ab9aa479854/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","PricewaterhouseCoopers","United States - pwc.com","4 keywords researched a total of 7 times by 4 anonymous users","smartsheet, aem, marketing performance, content hub",,,4,"May 26, 2023",,4,7,,
