"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/7eef586ca99d3de/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Speedy Paper","Ukraine - speedypaper.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,1,1,"Jul 12, 2023",
"/discover/account/detail/7eef586ca99d3de/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Speedy Paper","Ukraine - speedypaper.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/the-price-of-being-dam-less-6-surprising-costs-you-may-be-incurring/",1,,1,"Jul 12, 2023",1
