"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked","impressions","campaigns"
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 3 times by 2 anonymous users","content hub, taxonomy",2,3,2,"Aug 2, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","3 keywords researched a total of 3 times by 3 anonymous users","hyland, aem, dam renewal",3,3,3,"Aug 1, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 2 times by 2 anonymous users","hyland, Informatica",2,2,2,"Jul 31, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Jul 29, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","4 keywords researched a total of 19 times by 6 anonymous users","hyland, marketing performance, taxonomy, content hub",4,19,6,"Jul 28, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 16 times by 3 anonymous users","hyland, marketing performance",2,16,3,"Jul 27, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 3 times by 2 anonymous users","sitecore, taxonomy",2,3,2,"Jul 26, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 25, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","4 keywords researched a total of 8 times by 5 anonymous users","hyland, widen, content hub, taxonomy",4,8,5,"Jul 24, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/why/, https://tenovos.com/",,,2,"Jul 23, 2023",2,2,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",,,1,"Jul 23, 2023",1,,2,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 21, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",1,2,1,"Jul 20, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","3 keywords researched a total of 3 times by 3 anonymous users","content hub, content delivery network, taxonomy",3,3,3,"Jul 19, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","3 keywords researched a total of 8 times by 4 anonymous users","hyland, pim, digital asset management",3,8,4,"Jul 18, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 1 time by 1 anonymous user","dam manager",1,1,1,"Jul 17, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","4 keywords researched a total of 10 times by 4 anonymous users","Informatica, marketing performance, content hub, taxonomy",4,10,4,"Jul 16, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 6 times by 1 anonymous user","taxonomy",1,6,1,"Jul 15, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 7 times by 7 anonymous users","widen, taxonomy",2,7,7,"Jul 14, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","3 keywords researched a total of 5 times by 4 anonymous users","widen, canto, taxonomy",3,5,4,"Jul 13, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jul 12, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","5 keywords researched a total of 7 times by 6 anonymous users","hyland, aem, workflow automation, dam manager, marketing performance",5,7,6,"Jul 11, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","1 keyword researched a total of 2 times by 1 anonymous user","digital asset management",1,2,1,"Jul 10, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, marketing performance",2,2,2,"Jul 7, 2023",,,,,
"/discover/account/detail/ffef37ca31b398d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Farmers Insurance","United States - farmers.com","2 keywords researched a total of 2 times by 2 anonymous users","sitecore, taxonomy",2,2,2,"Jul 5, 2023",,,,,
