"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","keywordsResearched","timesResearched","timesClicked"
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Aug 3, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",,,1,"Jul 27, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Jul 26, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 18, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Jul 18, 2023",,,1
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jul 11, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 2 times by 2 Anonymous users","https://tenovos.com/",1,,2,"Jul 11, 2023",,,2
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","4 pages viewed a total of 5 times by 1 Anonymous user","https://tenovos.com/tenovos-partner-network/, https://tenovos.com/, https://tenovos.com/customers/, https://tenovos.com/platform/ai-digital-asset-management/",4,5,1,"Jul 10, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","4 pages clicked a total of 8 times by 1 Anonymous user","https://tenovos.com/customers/, https://tenovos.com/, https://tenovos.com/tenovos-partner-network/, https://tenovos.com/platform/ai-digital-asset-management/",4,,1,"Jul 10, 2023",,,8
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","3 pages viewed a total of 4 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/customers/, https://tenovos.com/about/",3,4,2,"Jul 7, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages clicked a total of 5 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/about/#investors",2,,2,"Jul 7, 2023",,,5
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 keywords researched a total of 2 times by 2 anonymous users","taxonomy, content hub",,,2,"Jul 7, 2023",2,2,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","3 pages viewed a total of 5 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/about/, https://tenovos.com/platform/",3,5,2,"Jul 4, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages clicked a total of 3 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/about/",2,,1,"Jul 4, 2023",,,3
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 4 times by 1 anonymous user","brand collections",,,1,"Jul 2, 2023",1,4,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/",1,2,2,"Jun 26, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Jun 26, 2023",,,1
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Jun 23, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",,,1,"Jun 19, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 keywords researched a total of 2 times by 2 anonymous users","workflow automation, taxonomy",,,2,"Jun 18, 2023",2,2,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Jun 17, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 3 times by 2 Anonymous users","https://tenovos.com/",1,3,2,"Jun 15, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 5 times by 2 Anonymous users","https://tenovos.com/",1,,2,"Jun 15, 2023",,,5
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",,,1,"Jun 15, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages viewed a total of 3 times by 3 Anonymous users","https://tenovos.com/resources/blog/lesser-known-dam-features/, https://tenovos.com/resources/blog/ai-digital-asset-management/",2,3,3,"Jun 8, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages clicked a total of 6 times by 2 Anonymous users","https://tenovos.com/resources/blog/lesser-known-dam-features/, https://tenovos.com/resources/blog/ai-digital-asset-management/",2,,2,"Jun 8, 2023",,,6
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 keywords researched a total of 3 times by 2 anonymous users","marketing performance, content delivery network",,,2,"Jun 7, 2023",2,3,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","9 pages viewed a total of 16 times by 6 Anonymous users","https://tenovos.com/platform/story-activation/, https://tenovos.com/, https://tenovos.com/customers/, https://tenovos.com/platform/, https://tenovos.com/why/, https://tenovos.com/platform/story-management/, https://tenovos.com/resources/#guides, https://tenovos.com/forrester-wave-digital-asset-management-2022/, https://tenovos.com/about/#investors",9,16,6,"Jun 6, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","10 pages clicked a total of 22 times by 5 Anonymous users","https://tenovos.com/platform/story-activation/, https://tenovos.com/, https://tenovos.com/resources/#guides, https://tenovos.com/about/#investors, https://tenovos.com/customers/#case-studies, https://tenovos.com/customers/, https://tenovos.com/platform/, https://tenovos.com/why/, https://tenovos.com/forrester-wave-digital-asset-management-2022/, https://tenovos.com/resources/#overviews",10,,5,"Jun 6, 2023",,,22
