"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","keywordsResearched","timesResearched","timesClicked"
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","10 pages viewed a total of 23 times by 3 Anonymous users","https://tenovos.com/about/, https://tenovos.com/, https://tenovos.com/customers/, https://tenovos.com/about/#leadership, https://tenovos.com/platform/, https://tenovos.com/tenovos-partner-network/, https://tenovos.com/why/, https://tenovos.com/resources/, https://tenovos.com/press/tenovos-appoints-scott-bowen-ceo/, https://tenovos.com/resources/press/",10,23,3,"Jun 5, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","10 pages clicked a total of 40 times by 2 Anonymous users","https://tenovos.com/customers/, https://tenovos.com/about/#leadership, https://tenovos.com/, https://tenovos.com/about/, https://tenovos.com/about/#why, https://tenovos.com/platform/, https://tenovos.com/why/, https://tenovos.com/resources/press/, https://tenovos.com/tenovos-partner-network/, https://tenovos.com/resources/",10,,2,"Jun 5, 2023",,,40
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",,,1,"Jun 5, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",,,1,"May 22, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/platform/",2,3,1,"May 17, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages clicked a total of 5 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/platform/",2,,1,"May 17, 2023",,,5
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/platform/, https://tenovos.com/",2,2,1,"May 9, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages clicked a total of 6 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/platform/",2,,1,"May 9, 2023",,,6
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"May 8, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"May 3, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"May 2, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Apr 27, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Apr 15, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/customers-old/, https://tenovos.com/",2,2,1,"Apr 13, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Apr 13, 2023",,,1
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",,,1,"Apr 13, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Apr 5, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","best dam",,,1,"Apr 5, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Apr 1, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Mar 31, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Mar 31, 2023",,,1
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Mar 31, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Mar 30, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Mar 29, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 keywords researched a total of 2 times by 2 anonymous users","workflow automation, content delivery network",,,2,"Mar 28, 2023",2,2,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Mar 16, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","opentext",,,1,"Mar 15, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","4 pages viewed a total of 5 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/careers/, https://tenovos.com/why/enterprise-digital-asset-management/, https://tenovos.com/platform/story-management/",4,5,2,"Mar 7, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","3 pages clicked a total of 5 times by 1 Anonymous user","https://tenovos.com/careers/, https://tenovos.com/, https://tenovos.com/why/enterprise-digital-asset-management/",3,,1,"Mar 7, 2023",,,5
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages viewed a total of 3 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/customers/",2,3,2,"Mar 2, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",1,,1,"Mar 2, 2023",,,2
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/terms-of-service/, https://tenovos.com/privacy-policy/",2,2,1,"Feb 23, 2023",,,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Feb 21, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",,,1,"Feb 20, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",,,1,"Feb 14, 2023",1,1,
"/discover/account/detail/6ebb097ec0bf597/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Systems Limited","Pakistan - systemsltd.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Feb 7, 2023",,,
