"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed"
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Aug 8, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 3 times by 1 anonymous user","hyland",1,3,1,"Jul 24, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Jul 18, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 8 times by 1 anonymous user","smartsheet",1,8,1,"Jul 17, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jul 14, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",1,1,1,"Jul 13, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Jul 12, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Jul 11, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Jul 6, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"Jul 5, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jun 22, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jun 18, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 2 times by 1 anonymous user","best dam",1,2,1,"Jun 6, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"May 17, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 4 times by 1 anonymous user","smartsheet",1,4,1,"May 15, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"May 11, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","workflow automation",1,1,1,"Apr 28, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Apr 24, 2023",,
"/discover/account/detail/120cc77cf6111b7/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Niagara Bottling","United States - niagarawater.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Apr 19, 2023",,
