"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","impressions","campaigns"
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 5 times by 3 anonymous users","dam new york, taxonomy",2,5,3,"Jun 19, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 3 times by 1 anonymous user","dam new york",1,3,1,"Jun 18, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jun 17, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 3 times by 2 anonymous users","sitecore, hyland",2,3,2,"Jun 15, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 2 times by 1 anonymous user","dam manager",1,2,1,"Jun 14, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 2 times by 2 anonymous users","marketing performance, taxonomy",2,2,2,"Jun 13, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 5 times by 1 anonymous user","hyland",1,5,1,"Jun 10, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 3 times by 2 anonymous users","marketing performance, content hub",2,3,2,"Jun 9, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 28 times by 11 anonymous users","opentext solutions, opentext",2,28,11,"Jun 8, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 2 times by 1 anonymous user","widen",1,2,1,"Jun 7, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 4 times by 3 anonymous users","dam europe",1,4,3,"Jun 6, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","4 keywords researched a total of 23 times by 9 anonymous users","opentext, smartsheet, hyland, sitecore",4,23,9,"Jun 5, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 2 times by 1 anonymous user","marketing performance",1,2,1,"Jun 4, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Jun 3, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 7 times by 5 anonymous users","smartsheet, intelligent content",2,7,5,"May 30, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 6 times by 2 anonymous users","hyland, canto",2,6,2,"May 28, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"May 27, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"May 23, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 4 times by 1 anonymous user","pim",1,4,1,"May 22, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 5 times by 1 anonymous user","pim",1,5,1,"May 20, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 6 times by 3 anonymous users","pim, taxonomy",2,6,3,"May 19, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","3 keywords researched a total of 3 times by 3 anonymous users","canto, best dam, taxonomy",3,3,3,"May 18, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","4 keywords researched a total of 31 times by 5 anonymous users","pim, smartsheet, Salsify, taxonomy",4,31,5,"May 17, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 5 times by 2 anonymous users","pim",1,5,2,"May 16, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 4 times by 1 anonymous user","digital asset management",1,4,1,"May 15, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 4 times by 3 anonymous users","marketing performance, content delivery network",2,4,3,"May 12, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"May 11, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","3 keywords researched a total of 5 times by 3 anonymous users","sitecore, smartsheet, taxonomy",3,5,3,"May 10, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 7 times by 4 anonymous users","smartsheet, hyland",2,7,4,"May 9, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 4 times by 2 anonymous users","canto, digital asset management",2,4,2,"May 8, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 3 times by 2 anonymous users","canto, widen",2,3,2,"May 6, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","4 keywords researched a total of 6 times by 4 anonymous users","aem, taxonomy, content hub, content delivery network",4,6,4,"May 5, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"May 4, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 10 times by 3 anonymous users","canto, taxonomy",2,10,3,"May 3, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","4 keywords researched a total of 5 times by 4 anonymous users","pim, sitecore, aem, marketing performance",4,5,4,"May 2, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","best dam",1,1,1,"May 1, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 4 times by 4 anonymous users","widen, taxonomy",2,4,4,"Apr 30, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","best dam",1,1,1,"Apr 28, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 3 times by 2 anonymous users","Informatica, marketing performance",2,3,2,"Apr 27, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 33 times by 2 anonymous users","hyland, taxonomy",2,33,2,"Apr 26, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/tenovos-vs-bynder/",,,1,"Apr 25, 2023",1,2,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 9 times by 5 anonymous users","hyland, marketing performance",2,9,5,"Apr 25, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/tenovos-rfp-template/",,,1,"Apr 24, 2023",1,1,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 4 times by 3 anonymous users","widen, marketing performance",2,4,3,"Apr 24, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 4 times by 3 anonymous users","marketing performance, taxonomy",2,4,3,"Apr 23, 2023",,,,
