"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","impressions","campaigns"
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",1,2,1,"Mar 7, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 3 times by 1 anonymous user","taxonomy",1,3,1,"Mar 6, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","2 keywords researched a total of 2 times by 2 anonymous users","canto, taxonomy",2,2,2,"Mar 5, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Mar 3, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","25 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 2, 2023",,,25,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","2 keywords researched a total of 4 times by 2 anonymous users","hyland, taxonomy",2,4,2,"Mar 2, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","9 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 1, 2023",,,9,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 28, 2023",,,4,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Feb 28, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","2 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 27, 2023",,,2,1
