"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Aug 6, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jul 24, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jul 11, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","2 keywords researched a total of 2 times by 2 anonymous users","pim, hyland",2,2,2,"May 24, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 4 times by 1 anonymous user","pim",1,4,1,"May 20, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","aem",1,1,1,"Mar 12, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Feb 25, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","digital asset management",1,1,1,"Feb 24, 2023"
"/discover/account/detail/165c83e9bbc0ffb/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","RadioShack Corporation","United States - radioshack.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Feb 18, 2023"
