"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked","impressions","campaigns"
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 2 times by 2 anonymous users","hyland, workflow automation",2,2,2,"Apr 6, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"Apr 3, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 2 times by 2 anonymous users","canto, taxonomy",2,2,2,"Apr 2, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, content hub",2,2,2,"Mar 30, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","brand collections",1,1,1,"Mar 29, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Mar 28, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 27 times by 7 anonymous users","smartsheet, taxonomy",2,27,7,"Mar 27, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Mar 25, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 2 times by 1 anonymous user","brand collections",1,2,1,"Mar 22, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 2 times by 1 anonymous user","canto",1,2,1,"Mar 19, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 2 times by 1 anonymous user","canto",1,2,1,"Mar 18, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","Informatica",1,1,1,"Mar 17, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","3 keywords researched a total of 13 times by 7 anonymous users","widen, marketing performance, workflow automation",3,13,7,"Mar 16, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 3 times by 2 anonymous users","Informatica, content delivery network",2,3,2,"Mar 13, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Mar 10, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","4 keywords researched a total of 4 times by 4 anonymous users","widen, aem, canto, workflow automation",4,4,4,"Mar 6, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 2 times by 1 anonymous user","canto",1,2,1,"Mar 5, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 3 times by 2 anonymous users","content hub, marketing performance",2,3,2,"Mar 4, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 4 times by 2 anonymous users","hyland, workflow automation",2,4,2,"Mar 3, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","5 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 2, 2023",,,,5,1
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Mar 2, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","12 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 1, 2023",,,,12,1
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Mar 1, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","12 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 28, 2023",,,,12,1
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 keywords researched a total of 4 times by 2 anonymous users","canto, hyland",2,4,2,"Feb 28, 2023",,,,,
"/discover/account/detail/0ff752a721b797c/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Texas Instruments Incorporated","United States - ti.com","2 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 27, 2023",,,,2,1
