"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/d765c8e002d4087/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cargill","Canada - cargill.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"May 22, 2023"
"/discover/account/detail/d765c8e002d4087/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cargill","Canada - cargill.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Mar 4, 2023"
