"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked","impressions","campaigns"
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Aug 13, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Aug 12, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, workflow automation",2,2,2,"Aug 11, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","3 keywords researched a total of 3 times by 3 anonymous users","hyland, content hub, marketing performance",3,3,3,"Aug 10, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 2 times by 2 anonymous users","opentext, intelligent content",2,2,2,"Aug 9, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 2 times by 2 anonymous users","digital asset management, taxonomy",2,2,2,"Aug 8, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Aug 7, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Aug 6, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","aem",1,1,1,"Aug 1, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 31, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Jul 29, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Jul 28, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 5 times by 2 anonymous users","taxonomy",1,5,2,"Jul 25, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 24, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","product information management",1,1,1,"Jul 23, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 2 times by 2 anonymous users","Informatica, brand collections",2,2,2,"Jul 22, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 2 times by 2 anonymous users","Informatica, hyland",2,2,2,"Jul 21, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Jul 20, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","3 keywords researched a total of 6 times by 4 anonymous users","hyland, workflow automation, marketing performance",3,6,4,"Jul 18, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 3 times by 2 anonymous users","aem, Informatica",2,3,2,"Jul 17, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 2 times by 2 anonymous users","Informatica, digital asset management",2,2,2,"Jul 15, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 3 times by 3 anonymous users","widen",1,3,3,"Jul 14, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","4 keywords researched a total of 5 times by 3 anonymous users","widen, digital asset management, publish assets, content hub",4,5,3,"Jul 13, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 11, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 1 time by 1 anonymous user","publish assets",1,1,1,"Jul 8, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 2 times by 1 anonymous user","digital asset management",1,2,1,"Jul 7, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","3 keywords researched a total of 3 times by 3 anonymous users","Informatica, content hub, publish assets",3,3,3,"Jul 6, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 4 times by 2 anonymous users","taxonomy",1,4,2,"Jul 5, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 3 times by 2 anonymous users","intelligent content, taxonomy",2,3,2,"Jul 3, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","1 keyword researched a total of 2 times by 1 anonymous user","dam new york",1,2,1,"Jul 1, 2023",,,,,
"/discover/account/detail/9312b8860ea8daf/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Sony","United States - sony.com","2 keywords researched a total of 3 times by 2 anonymous users","widen, content hub",2,3,2,"Jun 30, 2023",,,,,
