"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/dc04866ebb2cdd0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Town Sports International","United States - mysportsclubs.com","1 keyword researched a total of 1 time by 1 anonymous user","brand collections",1,1,1,"Jul 6, 2023"
"/discover/account/detail/dc04866ebb2cdd0/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Town Sports International","United States - mysportsclubs.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 5, 2023"
