"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked","impressions","campaigns"
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Aug 13, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Aug 8, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Aug 7, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Aug 6, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","2 keywords researched a total of 4 times by 2 anonymous users","hyland, content hub",2,4,2,"Aug 5, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Aug 3, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","2 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/about/, https://tenovos.com/resources/ebooks-dam-productivity-guide/",,,1,"Aug 2, 2023",2,3,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/ebooks-dam-productivity-guide/",,,1,"Aug 2, 2023",1,,1,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","story insights",1,1,1,"Aug 2, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 2 times by 1 anonymous user","workflow automation",1,2,1,"Aug 1, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Jul 23, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 2 times by 2 anonymous users","widen",1,2,2,"Jul 14, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","2 keywords researched a total of 7 times by 2 anonymous users","Informatica, digital asset manager",2,7,2,"Jul 11, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Jul 10, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 8, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","opentext",1,1,1,"Jun 28, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","2 keywords researched a total of 8 times by 2 anonymous users","Informatica, canto",2,8,2,"Jun 27, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","dam europe",1,1,1,"Jun 26, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jun 22, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 4 times by 2 anonymous users","opentext",1,4,2,"Jun 20, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","2 keywords researched a total of 4 times by 2 anonymous users","hyland, dam new york",2,4,2,"Jun 19, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jun 18, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","content intelligence",1,1,1,"Jun 17, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","content delivery network",1,1,1,"Jun 14, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 12, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/the-role-of-automation-in-dam-how-to-maximize-your-resources-and-output/",,,1,"Jun 9, 2023",1,1,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/the-role-of-automation-in-dam-how-to-maximize-your-resources-and-output/",,,1,"Jun 9, 2023",1,,1,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",1,1,1,"Jun 8, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"Jun 7, 2023",,,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/the-role-of-automation-in-dam-how-to-maximize-your-resources-and-output/",,,1,"May 31, 2023",1,1,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/the-role-of-automation-in-dam-how-to-maximize-your-resources-and-output/",,,1,"May 31, 2023",1,,1,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/get-more-from-your-dam-platform/",,,1,"May 30, 2023",1,1,,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/get-more-from-your-dam-platform/",,,1,"May 30, 2023",1,,1,,
"/discover/account/detail/7bee48b6d4ff599/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Ricoh","United States - ricoh-usa.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"May 26, 2023",,,,,
