"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/668f7de58d2f45d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Primo Water","United States - primowater.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jun 25, 2023"
"/discover/account/detail/668f7de58d2f45d/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Primo Water","United States - primowater.com","1 keyword researched a total of 1 time by 1 anonymous user","intelligent content",1,1,1,"Jun 19, 2023"
