"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/99fe3ef435b5730/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AG Barr","United Kingdom - agbarr.co.uk","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/webinars/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/",1,2,1,"Jun 4, 2023",
"/discover/account/detail/99fe3ef435b5730/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AG Barr","United Kingdom - agbarr.co.uk","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/5-reasons-you-should-integrate-a-dam-with-your-pim/",1,1,1,"Apr 26, 2023",
"/discover/account/detail/99fe3ef435b5730/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AG Barr","United Kingdom - agbarr.co.uk","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/5-reasons-you-should-integrate-a-dam-with-your-pim/",1,,1,"Apr 26, 2023",2
"/discover/account/detail/99fe3ef435b5730/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AG Barr","United Kingdom - agbarr.co.uk","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/, https://tenovos.com/resources/blog/5-reasons-you-should-integrate-a-dam-with-your-pim/",2,2,2,"Apr 18, 2023",
"/discover/account/detail/99fe3ef435b5730/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AG Barr","United Kingdom - agbarr.co.uk","2 pages clicked a total of 6 times by 2 Anonymous users","https://tenovos.com/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/, https://tenovos.com/resources/blog/5-reasons-you-should-integrate-a-dam-with-your-pim/",2,,2,"Apr 18, 2023",6
