"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked","impressions","campaigns"
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 17, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jul 6, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 30, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","pim",1,1,1,"Jun 19, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 2, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"May 19, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","2 keywords researched a total of 3 times by 2 anonymous users","opentext, smartsheet",2,3,2,"May 11, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Apr 30, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Apr 29, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/assembling-your-dam-dream-team/",,,1,"Apr 6, 2023",1,2,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/assembling-your-dam-dream-team/",,,1,"Apr 6, 2023",1,,1,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 7 times by 1 anonymous user","canto",1,7,1,"Apr 4, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 3 times by 1 anonymous user","content hub",1,3,1,"Apr 1, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","opentext",1,1,1,"Mar 30, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","2 keywords researched a total of 4 times by 2 anonymous users","sitecore, brandfolder",2,4,2,"Mar 15, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Mar 5, 2023",,,,,
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 2, 2023",,,,4,1
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 1, 2023",,,,6,1
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 28, 2023",,,,4,1
"/discover/account/detail/486b8ae5f934381/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flowers Foods, Inc.","United States - flowersfoods.com","14 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 27, 2023",,,,14,1
