"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/6cbddede712f329/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AgMotion","United States - agmotion.com","1 keyword researched a total of 3 times by 1 anonymous user","content hub",1,3,1,"Jun 6, 2023"
"/discover/account/detail/6cbddede712f329/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","AgMotion","United States - agmotion.com","2 keywords researched a total of 2 times by 1 anonymous user","digital asset management, digital asset management trends",2,2,1,"Feb 22, 2023"
