"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/df14b5eeb68ecd9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Tate & Lyle Plc","United Kingdom - tateandlyle.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 16, 2023"
"/discover/account/detail/df14b5eeb68ecd9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Tate & Lyle Plc","United Kingdom - tateandlyle.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 15, 2023"
