"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked","impressions","campaigns"
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","aem",1,1,1,"Aug 4, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Aug 2, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 31, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",1,2,1,"Jul 29, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 3 times by 1 anonymous user","aem",1,3,1,"Jul 27, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Jul 24, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 2 times by 1 anonymous user","marketing performance",1,2,1,"Jul 18, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","2 keywords researched a total of 7 times by 2 anonymous users","marketing performance, taxonomy",2,7,2,"Jul 13, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jul 8, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","3 keywords researched a total of 4 times by 3 anonymous users","sitecore, widen, intelligent content",3,4,3,"Jul 7, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Jun 28, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 5 times by 2 anonymous users","sitecore",1,5,2,"Jun 27, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","2 keywords researched a total of 3 times by 3 anonymous users","sitecore, dam europe",2,3,3,"Jun 26, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"Jun 24, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Jun 18, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",1,2,1,"Jun 15, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jun 13, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","2 keywords researched a total of 3 times by 2 anonymous users","smartsheet, sitecore",2,3,2,"Jun 12, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 3 times by 1 anonymous user","taxonomy",1,3,1,"Jun 9, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",1,1,1,"Jun 6, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 3 times by 1 anonymous user","taxonomy",1,3,1,"Jun 2, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","digital asset management",1,1,1,"May 30, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"May 26, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"May 12, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",,,1,"May 11, 2023",1,1,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",,,1,"May 11, 2023",1,,1,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 8 times by 1 anonymous user","taxonomy",1,8,1,"Apr 26, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Apr 17, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Apr 14, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"Apr 13, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 23 times by 2 anonymous users","taxonomy",1,23,2,"Apr 11, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Apr 7, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",1,2,1,"Apr 3, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Apr 2, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",1,1,1,"Mar 31, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","forrester wave",1,1,1,"Mar 27, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","forrester wave",1,1,1,"Mar 24, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","dam solutions",1,1,1,"Mar 21, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","canto",1,1,1,"Mar 17, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Mar 8, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Mar 7, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 3 times by 1 anonymous user","sitecore",1,3,1,"Mar 4, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 2, 2023",,,,1,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","9 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 1, 2023",,,,9,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 28, 2023",,,,6,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Feb 28, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 27, 2023",,,,1,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","dam solutions",1,1,1,"Feb 26, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","10 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 24, 2023",,,,10,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","7 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 23, 2023",,,,7,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","11 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 22, 2023",,,,11,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 21, 2023",,,,6,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Feb 21, 2023",,,,,
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 20, 2023",,,,4,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 18, 2023",,,,1,1
"/discover/account/detail/02515d466b86e23/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Milwaukee Electric Tool","United States - milwaukeetool.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 17, 2023",,,,3,1
