"cardURL","companyName","countryWebsite","description","detail","impressions","campaigns","date"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",3,1,"Mar 2, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","7 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",7,1,"Mar 1, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","8 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",8,1,"Feb 28, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","8 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",8,1,"Feb 27, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",4,1,"Feb 24, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",1,1,"Feb 23, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",1,1,"Feb 22, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",6,1,"Feb 21, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",1,1,"Feb 18, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",3,1,"Feb 17, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",1,1,"Feb 16, 2023"
"/discover/account/detail/9eb1fd1c36b4d81/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Werner Electric Supply","United States - wernerelectric.com","3 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",3,1,"Feb 15, 2023"
