"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","impressions","campaigns"
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Aug 10, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 3 times by 1 anonymous user","hyland",1,3,1,"Aug 7, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jul 31, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","digital asset management",1,1,1,"Jul 25, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","aem",1,1,1,"Jul 24, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Jul 21, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","digital asset management",1,1,1,"Jul 18, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Jul 9, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 4 times by 1 anonymous user","widen",1,4,1,"Jun 27, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","dam europe",1,1,1,"Jun 26, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 18, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 3 times by 1 anonymous user","aem",1,3,1,"Jun 17, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 5 times by 1 anonymous user","aem",1,5,1,"Jun 15, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 11, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Jun 8, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","content delivery network",1,1,1,"Jun 7, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","2 keywords researched a total of 3 times by 3 anonymous users","widen, aem",2,3,3,"Jun 6, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"May 29, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"May 9, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Apr 30, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Apr 28, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Apr 25, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Apr 18, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 10, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Apr 5, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","2 keywords researched a total of 2 times by 2 anonymous users","widen, content hub",2,2,2,"Mar 29, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Mar 27, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","sitecore",1,1,1,"Mar 18, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/tenovos-rfp-template/",,,1,"Mar 14, 2023",1,1,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Mar 14, 2023",,,,
"/discover/account/detail/ca7f5afb72772a9/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Reynolds American","United States - rjrt.com","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"Mar 13, 2023",,,,
