"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","timesClicked"
"/discover/account/detail/aa104bd02788042/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flexsteel Industries, Inc.","United States - flexsteel.com","1 keyword researched a total of 1 time by 1 anonymous user","brand collections",1,1,1,"Jul 6, 2023",,,
"/discover/account/detail/aa104bd02788042/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flexsteel Industries, Inc.","United States - flexsteel.com","1 keyword researched a total of 1 time by 1 anonymous user","dam europe",1,1,1,"Jun 26, 2023",,,
"/discover/account/detail/aa104bd02788042/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flexsteel Industries, Inc.","United States - flexsteel.com","1 keyword researched a total of 1 time by 1 anonymous user","Informatica",1,1,1,"May 24, 2023",,,
"/discover/account/detail/aa104bd02788042/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flexsteel Industries, Inc.","United States - flexsteel.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/why/dam-solutions-empower-sales-partners/",,,1,"Apr 24, 2023",2,2,
"/discover/account/detail/aa104bd02788042/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flexsteel Industries, Inc.","United States - flexsteel.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",,,1,"Apr 24, 2023",1,,2
"/discover/account/detail/aa104bd02788042/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Flexsteel Industries, Inc.","United States - flexsteel.com","1 keyword researched a total of 1 time by 1 anonymous user","Informatica",1,1,1,"Apr 4, 2023",,,
