"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/503f23a29275605/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Opici","United States - opici.com","2 keywords researched a total of 4 times by 1 anonymous user","opentext, opentext pricing",2,4,1,"Jul 30, 2023"
"/discover/account/detail/503f23a29275605/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Opici","United States - opici.com","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Mar 18, 2023"
