"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date"
"/discover/account/detail/d3512722c3fc425/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","City Furniture","United States - city-furniture.com","1 keyword researched a total of 2 times by 1 anonymous user","workflow automation",1,2,1,"Aug 11, 2023"
