"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","keywordsResearched","timesResearched"
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Aug 4, 2023",,
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Aug 1, 2023",1,1
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",,,1,"Jul 12, 2023",1,1
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 keyword researched a total of 2 times by 1 anonymous user","digital asset management",,,1,"Jun 22, 2023",1,2
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 keyword researched a total of 4 times by 1 anonymous user","digital asset management",,,1,"Jun 21, 2023",1,4
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",,,1,"May 19, 2023",1,1
"/discover/account/detail/0d0fbb1a9cc8181/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","JAKKS Pacific","United States - jakks.com","1 keyword researched a total of 2 times by 1 anonymous user","taxonomy",,,1,"Apr 28, 2023",1,2
